generation	transect	b	p_beta	lrt_p_value
155	1	-0.037490575	0.66898328	0.668974116
155	2	-0.009323372	0.913889741	0.9138985
155	3	-0.020687197	0.809301361	0.809305737
155	4	0.004240101	0.962440831	0.962440703
156	1	0.013337899	0.87958131	0.879582994
156	2	-0.028701186	0.741633208	0.741636775
156	3	0.027232972	0.756337752	0.756341209
156	4	-0.03286578	0.715135391	0.715143032
157	1	0.014903006	0.86617643	0.866177013
157	2	-0.026857049	0.755091414	0.755106071
157	3	0.019025395	0.825313383	0.825347888
157	4	-0.011247093	0.901504133	0.901504173
158	1	0.05261877	0.55706628	0.557091946
158	2	-0.044778637	0.609387851	0.609447571
158	3	-0.062961389	0.469813731	0.469902562
158	4	-0.022365416	0.802898373	0.802896902
159	1	0.040229699	0.645227661	0.645236588
159	2	0.048980692	0.572810585	0.572842681
159	3	-0.022426037	0.797618812	0.797798125
159	4	-0.030642935	0.730087761	0.730077737
160	1	0.11469037	0.196380804	0.196504858
160	2	0.04716167	0.582417778	0.58244644
160	3	-0.049599014	0.564851033	0.564893523
160	4	0.069183107	0.43218329	0.432196257
161	1	0.030508963	0.730178197	0.730179038
161	2	0.063934374	0.466201828	0.466216609
161	3	0.021689848	0.803941628	0.803939356
161	4	-0.023282852	0.795378676	0.795380666
162	1	0.010537989	0.906389913	0.906400669
162	2	-0.036564888	0.675552022	0.675560817
162	3	-0.005642941	0.947770388	0.947769674
162	4	-0.065669543	0.462890393	0.462900412
163	1	-0.056742475	0.521735482	0.521781002
163	2	0.028853896	0.74186176	0.741867068
163	3	-0.018606693	0.832962897	0.832962987
163	4	-0.016649698	0.853314371	0.853317522
164	1	0.018909955	0.833821771	0.833688633
164	2	0.03768587	0.668989103	0.669014489
164	3	-0.010508949	0.902992429	0.902984004
164	4	0.048573892	0.587923589	0.587920581
165	1	-0.00892333	0.920789929	0.920763164
165	2	0.049279	0.577520661	0.577554436
165	3	0.027275053	0.752631822	0.752436297
165	4	-0.013760714	0.878679579	0.878681497
166	1	0.015034056	0.865535671	0.865537942
166	2	0.049074786	0.575630213	0.575628118
166	3	-0.02507298	0.775898381	0.775918654
166	4	0.051372738	0.57126174	0.571274095
167	1	-0.015414932	0.863099017	0.863099856
167	2	0.07988015	0.360944662	0.361046543
167	3	-0.087898849	0.321441819	0.321500623
167	4	0.022883402	0.797871763	0.797863496
168	1	-0.017929842	0.840577975	0.84057468
168	2	0.066517435	0.451858766	0.451959849
168	3	-0.025726024	0.775372698	0.775375104
168	4	-0.053074833	0.559526123	0.559550322
169	1	0.035178246	0.695415165	0.695436068
169	2	0.051593888	0.559158989	0.559186503
169	3	0.031343649	0.724832339	0.724830618
169	4	-0.05578686	0.539548336	0.539572306
170	1	0.013910867	0.878922425	0.878946009
170	2	-0.036369734	0.680528931	0.680514812
170	3	-0.04201687	0.636583412	0.636594955
170	4	-0.063496616	0.476756395	0.476823081
171	1	0.066694355	0.454123181	0.454189057
171	2	-0.014159421	0.872908974	0.872908453
171	3	-0.030082075	0.734970035	0.734979855
171	4	0.01196624	0.894074478	0.894071529
172	1	0.016510709	0.856649601	0.856654424
172	2	0.003420693	0.969164635	0.969169177
172	3	-0.026029616	0.772382319	0.772377326
172	4	-0.035005834	0.699547692	0.69937086
173	1	-0.016584312	0.855916292	0.85591652
173	2	0.071709943	0.41456632	0.414648808
173	3	0.02351454	0.793442652	0.793432922
173	4	-0.084179562	0.354071636	0.354183141
174	1	0.009334102	0.919396004	0.919395383
174	2	0.003744046	0.965739724	0.965733864
174	3	-0.0713196	0.421865587	0.421877534
174	4	-0.059571794	0.512040411	0.512100524
175	1	0.104223885	0.249520751	0.249466868
175	2	-0.016432305	0.852757174	0.852758283
175	3	-0.034739762	0.701833774	0.701848351
175	4	-0.065391381	0.475034091	0.4750838
176	1	0.067430245	0.474341392	0.474410866
176	2	0.002772571	0.975086067	0.97508634
176	3	-0.037827833	0.676079894	0.676093124
176	4	-0.070031966	0.445222711	0.445294232
177	1	0.075181644	0.418610155	0.418632103
177	2	-0.041415859	0.639477707	0.63950672
177	3	0.002924256	0.974013517	0.974013656
177	4	-0.03260699	0.722104977	0.722130182
178	1	0.111944534	0.222087839	0.222218571
178	2	-0.035837666	0.692088752	0.692089248
178	3	0.009663259	0.914678922	0.91468209
178	4	-0.095134959	0.293814843	0.29391317
179	1	0.154142662	0.092209698	0.092412957
179	2	0.01737804	0.84848201	0.848481952
179	3	0.021349916	0.811286585	0.811294301
179	4	-0.087918196	0.331700491	0.331709844
180	1	0.090848935	0.313344132	0.313427723
180	2	-0.007792568	0.931774006	0.931774462
180	3	0.041503235	0.643767017	0.64379019
180	4	-0.123627075	0.175785096	0.175928
181	1	0.094977186	0.295923582	0.296005625
181	2	0.018768667	0.837218934	0.837219372
181	3	-0.029433677	0.742681542	0.74268349
181	4	-0.034659865	0.700039396	0.70007658
182	1	0.01952852	0.829347963	0.829347875
182	2	-0.032992639	0.723496341	0.723527036
182	3	-0.074789049	0.41117095	0.411212951
182	4	-0.027566127	0.762085202	0.762085971
183	1	0.059600699	0.518598589	0.518629011
183	2	0.026088341	0.779262204	0.779258987
183	3	0.057178352	0.53283045	0.532809697
183	4	-0.033434434	0.711302732	0.711304085
184	1	0.066738925	0.46662786	0.466659322
184	2	-0.023407379	0.798820332	0.798820628
184	3	0.030621075	0.737712643	0.737721699
184	4	-0.082195245	0.367530736	0.367611213
185	1	0.062045378	0.49939008	0.499481631
185	2	-0.021861087	0.810474604	0.810474266
185	3	-0.024501617	0.791986207	0.791988594
185	4	-0.050867514	0.571846257	0.571855868
186	1	0.127871117	0.165420342	0.165610069
186	2	-0.047634584	0.610348518	0.610373404
186	3	-0.066752471	0.466092894	0.466115679
186	4	-0.057630383	0.526973529	0.527025134
187	1	0.073765763	0.420342268	0.420388451
187	2	0.025168777	0.786818181	0.786828221
187	3	-0.04538931	0.624609922	0.624618328
187	4	-0.018795793	0.840197576	0.840174119
188	1	0.061983948	0.49127786	0.491283429
188	2	-0.047979768	0.60617154	0.606176526
188	3	-0.064543877	0.495509438	0.495536446
188	4	0.016019777	0.862279711	0.862279056
189	1	0.030723611	0.732136042	0.732140633
189	2	-0.044525224	0.632057514	0.632065483
189	3	-0.046895021	0.615017557	0.615048122
189	4	0.002948058	0.974113437	0.97411357
190	1	0.038024578	0.679155577	0.679162221
190	2	-0.053786099	0.563290616	0.563353744
190	3	-0.031052958	0.740173591	0.740173753
190	4	-0.019263272	0.835558743	0.835556768
191	1	0.033562033	0.712925019	0.712936692
191	2	0.065209198	0.486714124	0.486751029
191	3	8.26E-04	0.993091355	0.993090317
191	4	-0.006391559	0.944625795	0.944619621
192	1	0.040057234	0.667346787	0.667342291
192	2	0.017602676	0.848940536	0.848942694
192	3	-0.013844212	0.883254592	0.883097655
192	4	-0.024044026	0.792907059	0.792898106
193	1	0.07150045	0.43739799	0.437327038
193	2	-0.030713359	0.74028485	0.740289769
193	3	-0.021321845	0.82183814	0.821838357
193	4	-0.017224437	0.851082922	0.851061954
194	1	0.035616121	0.699717304	0.699707778
194	2	-0.064081915	0.489932049	0.489967425
194	3	-0.016021926	0.864577861	0.864577068
194	4	-0.040984064	0.654297259	0.654315806
195	1	0.048514458	0.596962386	0.596951038
195	2	-0.036876945	0.693195674	0.693209688
195	3	-0.029095552	0.755261022	0.755248048
195	4	-0.08241467	0.3709623	0.371054309
196	1	0.044151297	0.627252203	0.627256281
196	2	-0.029190441	0.750235726	0.750229323
196	3	-0.011200009	0.904477508	0.904477728
196	4	-0.060810735	0.517111701	0.517152512
197	1	0.02326911	0.798956922	0.798954489
197	2	-0.107920821	0.239170057	0.239203727
197	3	-0.003324722	0.971739057	0.971738996
197	4	-0.042981138	0.648921211	0.648937111
198	1	0.016795306	0.855201798	0.855201024
198	2	-0.077477619	0.403077627	0.403127815
198	3	0.053509703	0.562459399	0.56249348
198	4	0.015275784	0.872984789	0.872986051
199	1	0.012660948	0.892143213	0.892143446
199	2	-0.037032904	0.688339618	0.688348641
199	3	0.00526033	0.954643471	0.954650693
199	4	0.030118639	0.750678121	0.750660972
200	1	-0.049468373	0.594760848	0.594761239
200	2	-0.010590071	0.909704398	0.909706503
200	3	-0.031587971	0.732371415	0.732362363
200	4	0.037730399	0.684268642	0.684283615
201	1	-0.017784193	0.848421402	0.848423075
201	2	-0.005271952	0.95517997	0.955180888
201	3	0.011065532	0.90502359	0.905030907
201	4	-0.018822415	0.842043538	0.842042591
202	1	0.002992291	0.974334699	0.974325994
202	2	0.008093574	0.932021765	0.932046395
202	3	-0.011921681	0.897447339	0.897447882
202	4	-0.044255306	0.640226583	0.640235413
203	1	0.006769362	0.942364885	0.94236428
203	2	-0.010668185	0.909859134	0.909860385
203	3	0.017852081	0.847245078	0.847245659
203	4	0.01642413	0.862820845	0.862834552
204	1	0.002276812	0.980753112	0.980753117
204	2	-0.01352936	0.888848945	0.888848506
204	3	0.031011759	0.739577738	0.739585369
204	4	-0.040169	0.667371051	0.667364216
205	1	0.026232998	0.784852188	0.784835978
205	2	-0.033349315	0.724683234	0.724688322
205	3	0.045321535	0.628321011	0.628334711
205	4	0.013458831	0.886166458	0.886166263
206	1	0.039959563	0.676137184	0.67613697
206	2	-0.060052455	0.529533658	0.529493652
206	3	0.039163738	0.68106092	0.681064904
206	4	-0.032922349	0.725504557	0.72552013
207	1	0.020544214	0.831237395	0.831241224
207	2	-0.072346199	0.445824564	0.445827815
207	3	0.008723437	0.926102955	0.926103167
207	4	-0.026952365	0.776160512	0.776160883
208	1	0.033606326	0.72356106	0.723565539
208	2	-0.025035466	0.790717802	0.790732231
208	3	0.032482319	0.731276867	0.731283085
208	4	-0.066634423	0.47523874	0.475267552
209	1	-0.033463928	0.72960909	0.729612794
209	2	-0.011411446	0.905087184	0.90508695
209	3	0.043146161	0.649334293	0.649334059
209	4	-1.59E-04	0.998660395	0.998602034
210	1	-0.013657822	0.885678977	0.885681362
210	2	0.006336749	0.947275736	0.947221109
210	3	0.026910274	0.775056188	0.77505497
210	4	0.053019594	0.574851199	0.574874043
211	1	0.04017784	0.677154337	0.677162662
211	2	-0.025228827	0.788355207	0.788354229
211	3	0.045979292	0.627953284	0.627977926
211	4	0.020928768	0.824081775	0.824082707
212	1	-0.058265821	0.539323398	0.539353649
212	2	-0.017073882	0.858063581	0.858063413
212	3	0.046438393	0.62681629	0.626847242
212	4	0.048648407	0.601698608	0.601710433
213	1	-0.001601523	0.986553086	0.98655606
213	2	-0.010612012	0.91159003	0.911584974
213	3	-0.017282462	0.857525514	0.857515065
213	4	-0.006692299	0.943396533	0.943381105
214	1	-0.00191727	0.983661693	0.98366187
214	2	0.038797934	0.686569083	0.686571127
214	3	-0.003434199	0.971090056	0.971090026
214	4	0.053361007	0.56713829	0.567159952
215	1	-0.030703014	0.746189821	0.746199489
215	2	0.055210759	0.563751792	0.563765703
215	3	0.001767778	0.985392861	0.985391389
215	4	0.013865927	0.881401736	0.8814019
216	1	-8.30E-04	0.993135729	0.993135711
216	2	-0.005231731	0.956656574	0.9566568
216	3	-0.060408711	0.525330974	0.525348619
216	4	0.058520677	0.531048978	0.531086996
217	1	-0.014971792	0.876524838	0.876520182
217	2	0.04890492	0.615806648	0.615811256
217	3	-0.020921959	0.828342437	0.828341724
217	4	0.003957376	0.966207888	0.966205119
218	1	-0.035340546	0.715679846	0.715681622
218	2	0.033334788	0.734879248	0.73487751
218	3	-0.029193389	0.766179882	0.766176823
218	4	-0.011711661	0.901397669	0.901399987
219	1	-0.079917973	0.414743242	0.414794071
219	2	0.013403494	0.889696131	0.889695523
219	3	0.008213261	0.932548654	0.932549809
219	4	-0.039424482	0.679091336	0.679111216
220	1	-0.119079505	0.223420852	0.223488734
220	2	0.085809616	0.36772952	0.367726264
220	3	-0.013698475	0.8871989	0.887209303
220	4	-0.024639339	0.796576133	0.796588629
221	1	-0.151743269	0.126058824	0.126205438
221	2	0.007986203	0.933978581	0.934012426
221	3	-0.010311346	0.914399594	0.914309635
221	4	0.001935024	0.983972101	0.983925283
222	1	-0.03793805	0.702941435	0.70294854
222	2	0.002574978	0.978422746	0.978392541
222	3	0.032251221	0.730490009	0.730493642
222	4	-0.035124595	0.71545254	0.71546043
223	1	-0.034841745	0.71982281	0.719832368
223	2	0.027728454	0.770613081	0.770639649
223	3	-0.001447617	0.987889948	0.987893127
223	4	0.010715695	0.909802983	0.909808386
224	1	-0.082570552	0.400526141	0.400553348
224	2	0.090140923	0.339259796	0.33933574
224	3	0.041522851	0.66428399	0.664353059
224	4	0.019894935	0.834578472	0.834576772
225	1	-0.04850486	0.61816186	0.618175792
225	2	0.075173522	0.426368183	0.426365917
225	3	0.072831493	0.44137834	0.441436089
225	4	0.030356167	0.75295087	0.752947426
226	1	0.008329338	0.931838059	0.931839865
226	2	0.091696069	0.336546272	0.33648167
226	3	0.062932761	0.505947422	0.505978404
226	4	-0.043401488	0.65733232	0.657385337
227	1	-0.034134981	0.728465284	0.728466161
227	2	0.06679445	0.485208796	0.485219638
227	3	0.00544952	0.954445035	0.954439534
227	4	-0.085381968	0.376056152	0.376140721
228	1	-0.02467545	0.798173834	0.798183753
228	2	0.043545438	0.652423976	0.652424131
228	3	0.047047681	0.621819832	0.621935853
228	4	0.005210788	0.956742243	0.95690979
229	1	-0.057608085	0.555226865	0.555235046
229	2	0.105622234	0.27178813	0.271854118
229	3	0.027441862	0.771728771	0.771732034
229	4	-0.038299122	0.691613709	0.69163271
230	1	-0.017360127	0.859067357	0.859125495
230	2	0.053585107	0.579017107	0.579013327
230	3	0.026422828	0.782095197	0.782099069
230	4	-0.015929689	0.870493207	0.870502772
231	1	-0.008003542	0.9350267	0.93502907
231	2	0.05905201	0.538370118	0.538390718
231	3	0.008845762	0.926964483	0.926986948
231	4	-0.012734052	0.896165262	0.896165597
232	1	0.019570737	0.841962849	0.841801083
232	2	-0.009952514	0.918108783	0.918105072
232	3	0.059596006	0.540357856	0.540365323
232	4	-0.056270234	0.5665959	0.566630751
233	1	-0.013210609	0.893820285	0.893816039
233	2	0.013412518	0.890813557	0.890815333
233	3	0.066903596	0.497372699	0.497441128
233	4	-0.056107475	0.5748177	0.574875671
234	1	0.008036161	0.93508739	0.935089639
234	2	-3.56E-04	0.997116598	0.997113812
234	3	0.054331738	0.580058804	0.580087938
234	4	-0.067679631	0.490885649	0.490934458
235	1	0.036402466	0.717026184	0.717024173
235	2	0.052728487	0.591873409	0.591883636
235	3	0.097621644	0.321352596	0.3214467
235	4	-0.051759742	0.601882671	0.601873594
236	1	0.048944098	0.625302567	0.625358552
236	2	0.015365763	0.875865115	0.875859583
236	3	0.059832636	0.546533746	0.546581805
236	4	-0.087684535	0.371671791	0.371769544
237	1	0.065760964	0.507782756	0.507817568
237	2	-0.015930456	0.870080738	0.870080163
237	3	0.060744434	0.539041672	0.539075611
237	4	-0.100371904	0.314199921	0.3143165
238	1	0.040293553	0.688304273	0.688319105
238	2	-0.019762905	0.839589476	0.839589887
238	3	0.067503429	0.490405446	0.490500223
238	4	-0.071382162	0.470725178	0.470796631
239	1	0.020353887	0.838162706	0.838165862
239	2	-0.052893307	0.59299093	0.59301969
239	3	0.05603396	0.570884095	0.570940981
239	4	-0.076382464	0.440085575	0.440127028
240	1	0.071057042	0.471392904	0.471334413
240	2	-0.019103128	0.847102371	0.847111039
240	3	0.0452199	0.649503814	0.64952473
240	4	-0.094636465	0.335425119	0.335520089
241	1	0.052828064	0.593320019	0.593332593
241	2	-0.026312922	0.787037339	0.787043937
241	3	0.052403472	0.593952795	0.593973118
241	4	-0.053613094	0.58459496	0.584623645
242	1	0.047593377	0.628874785	0.628902031
242	2	0.040469279	0.681070762	0.681082305
242	3	0.058491903	0.550163693	0.550196453
242	4	-0.011884207	0.902176377	0.902178468
243	1	0.014006955	0.886127368	0.88618373
243	2	0.008791955	0.92847508	0.928474513
243	3	0.077910008	0.42271797	0.422784998
243	4	-0.007519834	0.937909657	0.93791074
244	1	0.040371701	0.67921476	0.679112191
244	2	0.003833014	0.96894705	0.968970186
244	3	0.060104077	0.53920359	0.539250185
244	4	-0.042088862	0.667530608	0.667598634
245	1	-0.003960616	0.967269747	0.967261708
245	2	-0.04478626	0.648334278	0.648332619
245	3	0.015866114	0.872051684	0.872054128
245	4	-0.02428146	0.804131472	0.804129688
246	1	1.95E-04	0.998396723	0.998399517
246	2	0.004981268	0.95928938	0.9592894
246	3	-0.019951885	0.841496259	0.841497394
246	4	-0.056819082	0.558790309	0.558827875
247	1	0.014048793	0.883365554	0.883368308
247	2	0.007026285	0.942484978	0.942485864
247	3	-0.027113708	0.788871293	0.788878393
247	4	-0.045782898	0.640788028	0.640799291
248	1	-0.036033414	0.707243148	0.707271555
248	2	0.058312125	0.550823741	0.550862023
248	3	0.015265909	0.878289622	0.878244867
248	4	-0.113827147	0.244084519	0.244185889
249	1	-0.045755297	0.632836981	0.632844265
249	2	0.04830449	0.621455056	0.621434859
249	3	-0.070552698	0.479434025	0.479406849
249	4	-0.046241939	0.635960908	0.635955243
250	1	0.011505059	0.904230027	0.904230866
250	2	-0.011732706	0.903327955	0.903330109
250	3	0.014048557	0.889073987	0.889074276
250	4	-0.052570169	0.595224808	0.595230222
251	1	-0.004487487	0.962667546	0.962638711
251	2	-0.009680722	0.920993945	0.920992531
251	3	-0.060640117	0.549841056	0.54983882
251	4	-0.060290642	0.537489371	0.53750133
252	1	-0.017642081	0.854196269	0.854197642
252	2	-0.005995495	0.950850636	0.950850559
252	3	-0.020286559	0.840925997	0.840926165
252	4	-0.049185896	0.619186612	0.619197372
253	1	0.013353979	0.889711571	0.889710758
253	2	-0.017854818	0.854742888	0.854743483
253	3	-0.033072301	0.741850288	0.741815823
253	4	-0.004360404	0.965067946	0.965067274
254	1	-0.034296247	0.718560044	0.718578866
254	2	0.006208715	0.948848302	0.948861871
254	3	-0.020367165	0.838075517	0.838118981
254	4	-0.009592898	0.92303813	0.923023266
255	1	-0.005173505	0.956615955	0.956677918
255	2	0.045375703	0.643457393	0.643747029
255	3	-0.01304504	0.895445953	0.895466665
255	4	0.03245521	0.74282246	0.74307677
256	1	0.004948778	0.958031367	0.957997111
256	2	0.021375137	0.826961748	0.826985392
256	3	-0.003508167	0.971700796	0.971592215
256	4	-0.054214366	0.582034687	0.582046908
257	1	0.067832104	0.470186127	0.47023389
257	2	3.35E-04	0.997294012	0.997276858
257	3	0.022225137	0.823567865	0.823560331
257	4	-0.053775018	0.585488581	0.585495435
258	1	0.033422653	0.723128036	0.723135351
258	2	-0.037830784	0.69892441	0.698931823
258	3	-0.050062133	0.61438336	0.614461277
258	4	-0.013179574	0.892587043	0.892421849
259	1	0.076601496	0.415754183	0.415779831
259	2	-0.033784721	0.730303559	0.73030934
259	3	-0.01471621	0.882559802	0.882559061
259	4	-0.020769963	0.830079901	0.830080615
260	1	0.066392413	0.484411591	0.484453518
260	2	0.024458672	0.804733626	0.804763868
260	3	-0.024947736	0.801238721	0.801111723
260	4	-0.051021616	0.597625026	0.597632126
261	1	0.070845868	0.457467779	0.457519407
261	2	-0.044474134	0.649584903	0.649552004
261	3	-0.059604305	0.547013664	0.547010502
261	4	-0.006789891	0.943780925	0.943779605
262	1	0.05829862	0.541348365	0.541363614
262	2	0.016179178	0.86945623	0.869477502
262	3	-0.001643816	0.986975527	0.986975071
262	4	0.0219581	0.823046877	0.823046265
263	1	0.078116188	0.411246402	0.411319707
263	2	0.023476237	0.811506849	0.811438009
263	3	-2.38E-04	0.99806819	0.998080628
263	4	-0.04245979	0.661779792	0.661812229
264	1	0.081347524	0.392576224	0.392603866
264	2	0.036043042	0.715282512	0.71528687
